Gene,Average Log FC,p value,Adjusted                p value ,Cluster
AT5G01610,0.28,1.49166E-24,2.76226E-20,4
AT5G56880,0.28,1.07768E-25,1.99564E-21,4
AT4G32400,0.28,3.29352E-24,6.09894E-20,4
AT1G07260,0.28,2.00644E-37,3.71552E-33,4
AT2G39900,0.27,1.06219E-32,1.96697E-28,4
AT1G67080,0.27,3.1634E-43,5.85798E-39,4
AT5G63905,0.27,1.16786E-17,2.16264E-13,4
AT5G23100,0.27,3.24119E-31,6.00203E-27,4
AT2G42620,0.27,5.44907E-34,1.00906E-29,4
AT3G60720,0.27,1.52336E-76,2.82096E-72,4
AT4G21960,0.27,7.1892E-17,1.3313E-12,4
AT1G49032,0.27,2.61366E-17,4.83997E-13,4
AT2G30740,0.27,1.64724E-16,3.05036E-12,4
AT2G45720,0.27,6.78194E-32,1.25588E-27,4
AT3G52930,0.27,1.04968E-22,1.9438E-18,4
AT5G38010,0.27,1.95789E-65,3.62563E-61,4
AT4G37080,0.27,4.53197E-41,8.39231E-37,4
AT3G12100,0.27,1.44907E-36,2.68338E-32,4
AT4G16566,0.27,1.50271E-30,2.78271E-26,4
AT2G38090,0.27,2.19834E-22,4.07088E-18,4
AT3G18990,0.27,4.13176E-22,7.6512E-18,4
AT3G03550,0.27,1.55172E-21,2.87347E-17,4
AT1G60680,0.27,2.32695E-41,4.30904E-37,4
AT2G14520,0.27,1.422E-48,2.63325E-44,4
AT4G12050,0.27,1.09581E-17,2.02921E-13,4
AT1G31812,0.27,1.76839E-18,3.2747E-14,4
AT5G24310,0.27,2.61571E-14,4.84378E-10,4
AT5G67440,0.27,1.65765E-19,3.06964E-15,4
AT2G03500,0.27,3.76779E-41,6.9772E-37,4
AT2G03480,0.27,6.49398E-39,1.20256E-34,4
AT4G27960,0.27,4.70261E-16,8.7083E-12,4
AT3G15770,0.27,1.26194E-12,2.33686E-08,4
AT5G23680,0.27,3.05516E-25,5.65754E-21,4
AT5G01840,0.27,8.77816E-34,1.62554E-29,4
AT5G47730,0.27,2.47331E-15,4.58008E-11,4
AT1G26850,0.27,7.84723E-19,1.45315E-14,4
AT3G53750,0.27,3.85409E-19,7.13701E-15,4
AT4G23500,0.27,3.02824E-62,5.60769E-58,4
AT4G30980,0.27,1.67086E-17,3.0941E-13,4
AT5G35450,0.26,3.31039E-34,6.13018E-30,4
AT3G17790,0.26,4.36963E-14,8.09168E-10,4
AT5G45430,0.26,9.5867E-18,1.77527E-13,4
AT5G47240,0.26,1.17246E-15,2.17116E-11,4
AT1G76550,0.26,1.4225E-20,2.63419E-16,4
AT4G30160,0.26,6.03156E-26,1.11692E-21,4
AT5G64330,0.26,7.27182E-29,1.3466E-24,4
AT2G38280,0.26,2.7185E-32,5.03411E-28,4
AT3G50830,0.26,1.18869E-29,2.20121E-25,4
AT1G27670,0.26,5.321E-61,9.85342E-57,4
AT3G54080,0.26,8.21286E-30,1.52086E-25,4
AT2G01910,0.26,4.90454E-24,9.08223E-20,4
AT1G63410,0.26,1.21648E-42,2.25268E-38,4
AT5G13120,0.26,1.47824E-28,2.73741E-24,4
AT1G19000,0.26,4.31331E-11,7.98738E-07,4
AT5G01340,0.26,1.65304E-13,3.06109E-09,4
AT4G19160,0.26,1.25716E-20,2.32802E-16,4
AT5G14880,0.26,2.17402E-39,4.02585E-35,4
AT1G25500,0.26,6.04063E-26,1.1186E-21,4
AT1G32170,0.26,3.09577E-12,5.73275E-08,4
AT1G35210,0.26,3.33569E-42,6.17702E-38,4
AT1G09480,0.26,9.97757E-77,1.84765E-72,4
AT3G56930,0.26,1.78922E-32,3.31328E-28,4
AT5G58650,0.26,8.28922E-36,1.535E-31,4
AT3G01470,0.26,4.05651E-23,7.51184E-19,4
AT3G25530,0.26,4.89959E-30,9.07307E-26,4
AT3G06450,0.26,3.73569E-38,6.91775E-34,4
AT2G17240,0.26,1.25721E-18,2.32809E-14,4
AT4G23880,0.26,6.97599E-33,1.29181E-28,4
AT3G12360,0.26,5.95601E-15,1.10293E-10,4
AT5G13930,0.26,6.28506E-27,1.16387E-22,4
AT3G15353,0.26,1.07179E-42,1.98474E-38,4
AT1G36980,0.26,4.44784E-20,8.23651E-16,4
AT5G51040,0.26,2.86215E-22,5.30012E-18,4
AT1G27620,0.26,4.90884E-82,9.09019E-78,4
AT2G30060,0.26,4.0868E-16,7.56794E-12,4
AT5G41600,0.26,1.94581E-20,3.60326E-16,4
AT2G29970,0.26,8.97306E-26,1.66163E-21,4
AT5G62630,0.26,3.33869E-44,6.18258E-40,4
AT3G04570,0.26,5.30193E-15,9.81812E-11,4
AT3G45210,0.26,2.60962E-26,4.8325E-22,4
AT3G24110,0.26,9.30467E-42,1.72304E-37,4
AT1G58110,0.26,2.2229E-25,4.11636E-21,4
AT1G14380,0.25,1.35314E-32,2.50575E-28,4
AT5G55970,0.25,7.16961E-14,1.32767E-09,4
AT3G17390,0.25,1.12342E-08,0.000208036,4
AT2G34680,0.25,3.26595E-42,6.04789E-38,4
AT3G11690,0.25,4.64844E-14,8.60798E-10,4
AT5G58375,0.25,1.98364E-13,3.67331E-09,4
AT1G66140,0.25,1.24132E-48,2.29868E-44,4
AT5G57940,0.25,1.2911E-33,2.39085E-29,4
AT5G67470,0.25,7.51655E-23,1.39191E-18,4
AT3G10760,0.25,7.75373E-20,1.43584E-15,4
AT1G14920,0.25,7.52147E-19,1.39283E-14,4
AT1G66260,0.25,5.15981E-13,9.55495E-09,4
AT3G11420,0.25,2.56151E-15,4.74341E-11,4
AT1G48480,0.25,2.60635E-30,4.82645E-26,4
