Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT1G62480,0.35,3.62797E-07,0.00531099,3
AT3G46060,0.35,1.43343E-14,2.0984E-10,3
AT3G53370,0.35,4.12216E-13,6.03443E-09,3
AT1G10950,0.35,3.03591E-14,4.44427E-10,3
AT1G01050,0.35,3.42831E-14,5.0187E-10,3
AT4G22235,0.35,1.14321E-11,1.67355E-07,3
AT3G48570,0.35,7.78056E-10,1.139E-05,3
AT1G77350,0.35,4.27821E-15,6.26288E-11,3
AT1G42480,0.35,1.64405E-12,2.40672E-08,3
AT3G52990,0.34,4.71158E-14,6.89728E-10,3
AT1G77510,0.34,2.56613E-13,3.75656E-09,3
AT5G18520,0.34,4.65716E-14,6.81761E-10,3
AT5G50375,0.34,1.39904E-11,2.04805E-07,3
AT4G01850,0.34,1.00922E-16,1.4774E-12,3
AT4G25570,0.34,1.68341E-13,2.46434E-09,3
AT4G03190,0.34,1.3177E-10,1.92898E-06,3
AT5G66760,0.34,9.73984E-11,1.42581E-06,3
AT1G31812,0.34,4.55399E-09,6.66659E-05,3
AT5G20500,0.34,4.32328E-15,6.32885E-11,3
AT2G19760,0.34,3.56253E-11,5.21519E-07,3
AT1G76090,0.34,8.73023E-11,1.27802E-06,3
AT1G17890,0.34,1.62202E-12,2.37447E-08,3
AT1G06930,0.34,3.489E-15,5.10754E-11,3
AT2G17630,0.34,1.22086E-15,1.78721E-11,3
AT3G22200,0.34,1.74281E-09,2.5513E-05,3
AT5G08160,0.34,9.25061E-15,1.3542E-10,3
AT4G12590,0.34,7.05469E-14,1.03274E-09,3
AT1G04680,0.34,5.35758E-10,7.84296E-06,3
AT1G22450,0.34,2.5591E-13,3.74627E-09,3
AT3G59920,0.34,3.56382E-14,5.21708E-10,3
AT2G24765,0.34,1.79111E-17,2.622E-13,3
AT1G07960,0.34,5.76789E-13,8.44362E-09,3
AT2G39960,0.34,1.53404E-15,2.24568E-11,3
AT5G45490,0.33,4.79731E-14,7.02279E-10,3
AT2G30050,0.33,7.78395E-16,1.13949E-11,3
AT5G38480,0.33,6.66706E-11,9.75991E-07,3
AT4G35830,0.33,1.76667E-11,2.58623E-07,3
AT1G20050,0.33,1.64657E-14,2.41042E-10,3
AT1G66800,0.33,9.16058E-10,1.34102E-05,3
AT2G01140,0.33,2.06478E-15,3.02264E-11,3
AT1G14210,0.33,5.03447E-19,7.36996E-15,3
AT2G43350,0.33,3.02846E-16,4.43337E-12,3
AT2G44160,0.33,3.26706E-13,4.78265E-09,3
AT3G22845,0.33,3.74993E-11,5.48952E-07,3
AT2G38120,0.33,5.47626E-16,8.01669E-12,3
AT4G29680,0.33,3.80565E-10,5.57109E-06,3
AT5G53560,0.33,1.12938E-11,1.6533E-07,3
AT5G03345,0.33,3.58405E-11,5.2467E-07,3
AT5G25460,0.33,1.69698E-07,0.002484214,3
AT1G64090,0.33,2.03567E-13,2.98001E-09,3
AT4G11820,0.33,7.81689E-10,1.14431E-05,3
AT1G12840,0.33,3.59514E-13,5.26293E-09,3
AT1G12000,0.32,8.47412E-09,0.000124053,3
AT5G67500,0.32,8.05576E-11,1.17928E-06,3
AT1G07750,0.32,4.68917E-12,6.86448E-08,3
AT2G05990,0.32,1.50584E-10,2.2044E-06,3
AT2G31670,0.32,1.40729E-10,2.06013E-06,3
AT1G08200,0.32,7.0174E-13,1.02728E-08,3
AT3G23820,0.32,3.5059E-08,0.000513229,3
AT3G59970,0.32,1.76651E-11,2.58599E-07,3
AT5G03290,0.32,1.46731E-12,2.14799E-08,3
AT5G07110,0.32,1.67177E-18,2.44731E-14,3
AT2G22970,0.32,1.96693E-19,2.87939E-15,3
AT5G08680,0.31,1.41662E-08,0.000207379,3
AT4G27500,0.31,3.29665E-14,4.82596E-10,3
AT4G29350,0.31,3.87504E-12,5.67267E-08,3
AT2G35810,0.31,2.11985E-11,3.10324E-07,3
AT4G31990,0.31,4.31788E-11,6.32095E-07,3
AT1G04040,0.31,2.00013E-07,0.002927994,3
AT3G25140,0.31,9.23229E-09,0.000135151,3
AT2G23310,0.31,5.01921E-12,7.34763E-08,3
AT1G70770,0.31,1.00399E-09,1.46973E-05,3
AT1G11545,0.31,3.22717E-09,4.72425E-05,3
AT3G12030,0.31,3.84631E-09,5.63061E-05,3
AT1G57620,0.31,6.60155E-11,9.664E-07,3
AT1G21900,0.31,4.64722E-12,6.80306E-08,3
AT3G42050,0.31,1.20984E-10,1.77108E-06,3
AT5G54750,0.31,1.48038E-12,2.16712E-08,3
AT2G47510,0.30,3.18907E-10,4.66848E-06,3
AT3G47520,0.30,6.72172E-09,9.83992E-05,3
AT5G59410,0.30,5.26047E-14,7.7008E-10,3
AT4G19410,0.30,1.59305E-08,0.000233207,3
AT3G29360,0.30,4.00349E-12,5.8607E-08,3
AT3G01220,0.30,1.16176E-13,1.7007E-09,3
AT3G06650,0.30,5.48242E-09,8.02571E-05,3
AT3G12610,0.30,1.28835E-07,0.001886013,3
AT4G12730,0.30,6.78314E-09,9.92984E-05,3
AT2G30200,0.30,1.92791E-09,2.82227E-05,3
AT3G58730,0.30,4.73488E-12,6.93139E-08,3
AT3G50640,0.30,1.40516E-07,0.002057012,3
AT3G18000,0.30,2.66669E-10,3.90377E-06,3
AT1G33800,0.30,9.3515E-10,1.36897E-05,3
AT2G41475,0.30,1.14515E-08,0.000167639,3
AT3G13410,0.30,1.07136E-09,1.56836E-05,3
AT1G64650,0.30,3.73169E-09,5.46282E-05,3
AT4G29480,0.30,3.51893E-12,5.15136E-08,3
AT3G08530,0.30,1.67066E-11,2.44568E-07,3
AT2G28760,0.30,4.1456E-13,6.06875E-09,3
AT1G16560,0.30,5.02047E-11,7.34946E-07,3
AT5G43830,0.30,2.46407E-12,3.60715E-08,3
AT5G52240,0.30,4.65733E-10,6.81786E-06,3
AT3G51260,0.30,1.54298E-10,2.25877E-06,3
AT5G08670,0.30,6.11098E-14,8.94587E-10,3
AT2G03680,0.30,2.42954E-09,3.5566E-05,3
AT3G23510,0.30,2.97986E-08,0.000436221,3
AT4G12650,0.30,7.37074E-09,0.0001079,3
AT1G26850,0.30,2.74215E-10,4.01423E-06,3
AT1G22300,0.30,2.35658E-13,3.44979E-09,3
AT2G21045,0.30,8.8915E-09,0.000130163,3
AT5G03160,0.29,2.28431E-12,3.34399E-08,3
AT1G03900,0.29,2.46919E-09,3.61465E-05,3
AT1G08830,0.29,1.61326E-08,0.000236165,3
AT5G26667,0.29,1.59437E-09,2.334E-05,3
AT4G08520,0.29,7.33106E-10,1.07319E-05,3
AT3G05230,0.29,5.92585E-12,8.67486E-08,3
AT4G02080,0.29,7.76611E-08,0.001136881,3
AT5G60980,0.29,2.87649E-08,0.000421089,3
AT3G61270,0.29,1.6444E-08,0.000240723,3
AT4G03560,0.29,3.11376E-14,4.55824E-10,3
AT5G13450,0.29,2.16471E-09,3.16892E-05,3
AT3G44330,0.29,2.3828E-10,3.48818E-06,3
AT3G53670,0.29,3.6688E-10,5.37076E-06,3
AT5G47200,0.29,6.10495E-09,8.93703E-05,3
AT5G06660,0.29,1.36553E-09,1.999E-05,3
AT1G09330,0.29,8.16113E-10,1.19471E-05,3
AT4G34640,0.28,1.1288E-08,0.000165245,3
AT5G57330,0.28,5.19061E-10,7.59854E-06,3
AT4G29735,0.28,1.32488E-08,0.000193949,3
AT1G79530,0.28,3.46621E-09,5.07418E-05,3
AT5G49540,0.28,3.3668E-10,4.92865E-06,3
AT4G09000,0.28,2.41554E-09,3.53611E-05,3
AT5G03300,0.28,4.77159E-08,0.000698513,3
AT1G12420,0.28,1.08461E-14,1.58776E-10,3
AT1G74210,0.28,2.05961E-14,3.01507E-10,3
AT3G18410,0.28,1.58132E-08,0.00023149,3
AT2G44610,0.28,1.41624E-09,2.07323E-05,3
AT3G27240,0.28,5.16197E-10,7.55661E-06,3
AT3G44300,0.28,1.87426E-07,0.002743729,3
AT3G22850,0.28,3.07429E-07,0.004500451,3
AT5G24850,0.28,1.10807E-08,0.00016221,3
AT1G04430,0.28,1.24191E-07,0.001818027,3
AT3G07810,0.28,1.82229E-09,2.66766E-05,3
AT1G56190,0.28,1.45863E-10,2.13528E-06,3
AT2G16600,0.28,7.6299E-13,1.11694E-08,3
AT5G16510,0.28,6.22118E-11,9.10719E-07,3
AT3G20510,0.28,4.39999E-09,6.44114E-05,3
AT5G35730,0.28,6.09468E-12,8.922E-08,3
AT5G37510,0.28,4.0303E-09,5.89995E-05,3
AT5G36290,0.27,8.025E-10,1.17478E-05,3
AT5G52840,0.27,1.45997E-12,2.13724E-08,3
AT4G34450,0.27,3.99456E-07,0.005847642,3
AT3G62360,0.27,3.40458E-08,0.000498397,3
AT3G24160,0.27,3.19141E-09,4.67191E-05,3
AT4G14420,0.27,7.56159E-08,0.001106941,3
AT2G33040,0.27,5.16756E-09,7.56479E-05,3
AT1G60810,0.27,8.17628E-10,1.19693E-05,3
AT2G21390,0.27,5.22761E-08,0.00076527,3
AT1G16000,0.27,3.66267E-07,0.005361776,3
AT5G61780,0.27,8.86634E-08,0.001297943,3
AT5G08300,0.27,1.04433E-09,1.5288E-05,3
AT4G26910,0.27,7.7217E-10,1.13038E-05,3
AT3G58120,0.27,2.48536E-11,3.63832E-07,3
AT4G33780,0.27,1.46976E-08,0.000215159,3
AT1G67330,0.27,3.5065E-12,5.13316E-08,3
AT5G55290,0.27,1.36716E-07,0.002001387,3
AT5G13710,0.27,2.57391E-07,0.003767943,3
AT2G20420,0.27,8.22993E-08,0.001204779,3
AT4G32390,0.27,5.60747E-08,0.000820878,3
AT5G34850,0.27,2.7489E-08,0.000402411,3
AT3G52300,0.27,4.44857E-10,6.51227E-06,3
AT3G56110,0.27,8.62735E-10,1.26296E-05,3
AT1G80460,0.27,2.19105E-07,0.003207479,3
AT2G22795,0.27,2.54096E-08,0.000371972,3
AT5G63800,0.27,1.95636E-16,2.86392E-12,3
AT4G26470,0.27,2.52356E-13,3.69424E-09,3
AT5G66920,0.26,1.4957E-11,2.18955E-07,3
AT4G32410,0.26,1.30916E-08,0.000191647,3
AT2G17130,0.26,4.71989E-12,6.90944E-08,3
AT5G14150,0.26,5.07111E-13,7.4236E-09,3
AT2G25520,0.26,1.03867E-08,0.00015205,3
AT3G01390,0.26,1.05722E-08,0.000154767,3
AT4G01100,0.26,5.9921E-10,8.77184E-06,3
AT1G76400,0.26,3.77511E-09,5.52639E-05,3
AT4G38510,0.26,1.09814E-08,0.000160757,3
AT5G63840,0.26,8.80414E-08,0.001288838,3
AT3G47810,0.26,1.93036E-07,0.002825858,3
AT5G56360,0.26,3.22724E-09,4.72436E-05,3
AT5G66510,0.26,2.07665E-11,3.04001E-07,3
AT5G13430,0.26,1.10407E-14,1.61625E-10,3
AT3G25040,0.26,9.94905E-08,0.001456442,3
AT5G27450,0.26,1.61657E-09,2.36649E-05,3
AT3G27230,0.26,1.78888E-09,2.61874E-05,3
AT1G12310,0.26,4.40106E-13,6.44271E-09,3
AT1G05720,0.26,4.04979E-09,5.92849E-05,3
AT4G39390,0.26,7.27539E-12,1.06504E-07,3
AT5G10160,0.26,4.49916E-08,0.000658632,3
AT1G78300,0.26,1.29432E-07,0.001894756,3
AT5G08690,0.26,1.14028E-08,0.000166925,3
AT2G03510,0.26,6.59468E-07,0.009653952,3
AT2G22230,0.26,8.50362E-08,0.001244845,3
AT3G23600,0.26,2.37266E-08,0.000347334,3
AT3G11330,0.26,2.28853E-07,0.003350178,3
AT1G17290,0.26,2.99595E-08,0.000438577,3
AT1G24180,0.26,9.83104E-10,1.43917E-05,3
AT3G43110,0.26,2.26117E-10,3.31012E-06,3
AT1G53310,0.26,2.02981E-07,0.002971439,3
AT3G20790,0.25,1.27144E-08,0.000186126,3
AT5G02100,0.25,5.41124E-10,7.92152E-06,3
AT5G42860,0.25,7.14419E-15,1.04584E-10,3
AT1G05210,0.25,1.88037E-10,2.75268E-06,3
AT5G65810,0.25,5.18654E-08,0.000759258,3
AT4G34490,0.25,4.82201E-10,7.05894E-06,3
AT5G12860,0.25,9.22911E-08,0.001351049,3
AT3G08680,0.25,2.08662E-08,0.00030546,3
AT5G03760,0.25,2.68992E-14,3.93778E-10,3
AT1G63940,0.25,2.4393E-08,0.000357089,3
AT2G40475,0.25,1.85918E-09,2.72165E-05,3
AT2G34560,0.25,8.73405E-09,0.000127858,3
AT5G63400,0.25,2.06101E-11,3.01711E-07,3
AT4G08390,0.25,2.92563E-07,0.004282835,3
