Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT2G24260,0.57,7.19781E-21,1.0457E-16,3
AT1G67330,0.56,1.588E-15,2.30704E-11,3
AT3G62120,0.53,6.49617E-18,9.43763E-14,3
AT3G53370,0.51,8.3498E-16,1.21306E-11,3
AT5G50460,0.49,1.20779E-19,1.75467E-15,3
AT1G27330,0.48,9.85495E-15,1.43173E-10,3
AT4G24920,0.47,1.07666E-15,1.56417E-11,3
AT1G09210,0.47,2.07032E-16,3.00775E-12,3
AT4G30980,0.46,1.74037E-15,2.5284E-11,3
AT3G62600,0.45,1.23613E-11,1.79585E-07,3
AT1G56340,0.45,4.18509E-12,6.08009E-08,3
AT5G64140,0.45,5.66531E-19,8.23056E-15,3
AT4G39260,0.44,1.7265E-10,2.50826E-06,3
AT1G14980,0.42,8.53456E-18,1.2399E-13,3
AT3G03250,0.41,1.3293E-07,0.001931202,3
AT1G49410,0.40,1.1375E-12,1.65256E-08,3
AT5G60460,0.40,8.76675E-11,1.27363E-06,3
AT3G11120,0.40,1.44284E-14,2.09616E-10,3
AT2G16600,0.38,2.29744E-18,3.33773E-14,3
AT4G34870,0.38,3.67848E-16,5.34409E-12,3
AT1G12420,0.38,1.95349E-15,2.83802E-11,3
AT1G66270,0.38,3.59549E-14,5.22353E-10,3
AT1G13950,0.38,1.2583E-12,1.82805E-08,3
AT3G56020,0.37,2.07973E-11,3.02143E-07,3
AT3G48570,0.37,3.3823E-12,4.91381E-08,3
AT2G40205,0.37,1.83911E-11,2.67186E-07,3
AT2G27710,0.36,1.21914E-20,1.77116E-16,3
AT5G61170,0.36,1.9316E-19,2.80623E-15,3
AT1G62810,0.36,3.38024E-09,4.91081E-05,3
AT5G61790,0.36,4.33053E-07,0.006291401,3
AT3G07880,0.36,6.60658E-09,9.59805E-05,3
AT2G07708,0.35,2.94014E-08,0.000427143,3
AT3G02230,0.35,3.77692E-11,5.48712E-07,3
AT1G77750,0.35,4.66225E-09,6.77332E-05,3
AT3G16780,0.34,3.07174E-13,4.46262E-09,3
AT1G27435,0.34,4.35142E-11,6.32175E-07,3
AT2G45070,0.34,4.73395E-14,6.87748E-10,3
AT3G11510,0.34,4.20815E-27,6.1136E-23,3
AT5G58710,0.33,8.20932E-10,1.19265E-05,3
AT2G32380,0.33,3.01347E-08,0.000437797,3
AT3G47370,0.33,5.09239E-09,7.39823E-05,3
AT2G41780,0.33,2.40063E-08,0.000348764,3
AT5G57290,0.33,3.0573E-24,4.44164E-20,3
AT1G18080,0.32,1.40018E-07,0.002034187,3
AT2G36620,0.32,4.06173E-21,5.90089E-17,3
AT3G58700,0.32,8.53716E-13,1.24028E-08,3
AT3G60245,0.32,1.55357E-22,2.25703E-18,3
AT1G65290,0.32,1.5354E-16,2.23064E-12,3
AT4G29390,0.32,8.74143E-16,1.26995E-11,3
AT3G53430,0.31,3.68142E-14,5.34837E-10,3
AT3G18780,0.31,1.65276E-17,2.40113E-13,3
AT2G29530,0.31,3.73774E-10,5.43019E-06,3
AT3G62810,0.31,1.89077E-09,2.74691E-05,3
AT4G25890,0.31,1.24579E-09,1.80988E-05,3
AT3G20370,0.31,9.8604E-08,0.00143252,3
AT3G12390,0.31,5.08843E-13,7.39246E-09,3
AT1G33120,0.30,2.45456E-19,3.56599E-15,3
AT3G55280,0.30,3.64435E-19,5.29452E-15,3
AT5G03850,0.30,4.23544E-16,6.15325E-12,3
AT2G21580,0.30,4.94616E-16,7.18578E-12,3
AT3G23175,0.30,3.20993E-10,4.66339E-06,3
AT5G48580,0.30,1.61281E-10,2.34308E-06,3
AT3G06680,0.30,6.87192E-08,0.000998353,3
AT3G06700,0.30,6.46986E-16,9.39941E-12,3
AT1G09590,0.29,1.81688E-15,2.63956E-11,3
AT2G39460,0.29,2.64715E-20,3.84578E-16,3
AT5G59410,0.29,7.41228E-08,0.001076856,3
AT5G25830,0.29,1.39461E-08,0.000202609,3
AT2G44120,0.29,1.97938E-18,2.87564E-14,3
AT5G56710,0.29,2.91364E-23,4.23293E-19,3
AT5G56670,0.29,1.46814E-19,2.13291E-15,3
AT2G17720,0.29,2.83968E-08,0.000412548,3
AT3G28900,0.29,5.04154E-12,7.32434E-08,3
AT4G40042,0.28,2.55048E-07,0.003705341,3
AT3G46560,0.28,7.15407E-08,0.001039343,3
AT4G16720,0.28,3.68412E-22,5.35228E-18,3
AT3G60530,0.28,2.53582E-08,0.000368405,3
AT1G18540,0.28,2.3776E-16,3.45418E-12,3
AT4G37910,0.28,5.19836E-08,0.000755217,3
AT1G09640,0.28,9.42619E-11,1.36944E-06,3
AT3G01130,0.28,1.32873E-07,0.00193038,3
AT5G62330,0.28,1.64265E-14,2.38644E-10,3
AT2G21660,0.28,1.10646E-10,1.60747E-06,3
AT5G47930,0.27,2.86113E-19,4.15666E-15,3
AT4G11010,0.27,8.4148E-12,1.2225E-07,3
AT5G59613,0.27,6.83136E-09,9.9246E-05,3
AT4G13850,0.27,1.90172E-18,2.76281E-14,3
AT5G14030,0.27,2.34088E-11,3.40083E-07,3
AT1G41880,0.27,1.9202E-16,2.78967E-12,3
AT2G32060,0.27,1.16581E-13,1.69369E-09,3
AT2G20450,0.27,1.47423E-12,2.14176E-08,3
AT3G05020,0.27,8.3072E-08,0.001206871,3
AT1G47640,0.27,6.05588E-07,0.00879798,3
AT2G29730,0.27,1.22385E-09,1.77801E-05,3
AT2G39390,0.27,2.64932E-11,3.84893E-07,3
AT2G35120,0.26,1.57922E-07,0.002294295,3
AT1G33140,0.26,1.45551E-21,2.11457E-17,3
AT1G72370,0.26,5.18486E-19,7.53256E-15,3
AT5G22440,0.26,7.18452E-14,1.04377E-09,3
AT5G39320,0.26,2.12468E-10,3.08673E-06,3
AT5G59850,0.26,2.32744E-11,3.38131E-07,3
AT2G33370,0.26,2.56537E-15,3.72698E-11,3
AT4G31700,0.26,4.31496E-12,6.26877E-08,3
AT1G01050,0.26,2.22882E-07,0.003238025,3
AT1G07920,0.26,4.41072E-09,6.4079E-05,3
AT3G61110,0.26,3.41576E-17,4.96242E-13,3
AT2G36170,0.25,2.99449E-12,4.3504E-08,3
AT4G34670,0.25,1.99748E-19,2.90195E-15,3
AT2G18020,0.25,7.70881E-18,1.11994E-13,3
AT4G14320,0.25,4.41378E-12,6.41233E-08,3
AT5G09510,0.25,4.74214E-09,6.88938E-05,3
AT1G66410,0.25,1.82511E-16,2.65151E-12,3
AT2G33840,0.25,2.5786E-07,0.003746187,3
AT2G37190,0.25,3.04484E-21,4.42354E-17,3
AT2G25210,0.25,5.75216E-13,8.35674E-09,3
AT2G34585,0.25,3.03075E-07,0.004403079,3
AT4G34200,0.25,6.84946E-09,9.9509E-05,3
AT3G55750,0.25,3.12934E-18,4.5463E-14,3
