Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT4G02500,0.51,2.77186E-14,4.25342E-10,4
AT1G65840,0.51,7.19262E-15,1.10371E-10,4
AT2G30620,0.51,1.88088E-07,0.002886203,4
AT3G08590,0.51,3.57344E-12,5.48344E-08,4
AT5G37600,0.51,5.19643E-11,7.97392E-07,4
AT2G40060,0.51,8.47165E-16,1.29997E-11,4
AT4G39660,0.51,3.49358E-14,5.3609E-10,4
AT1G70370,0.51,2.58666E-13,3.96923E-09,4
AT2G47460,0.51,8.09255E-11,1.2418E-06,4
AT5G27200,0.51,2.40663E-22,3.69297E-18,4
AT5G62210,0.51,6.69587E-17,1.02748E-12,4
AT3G20100,0.50,9.60108E-24,1.47329E-19,4
AT3G61440,0.50,1.03663E-14,1.59071E-10,4
AT4G14960,0.50,2.36665E-13,3.63162E-09,4
AT2G17420,0.50,9.40354E-11,1.44297E-06,4
AT2G02950,0.50,4.57974E-21,7.02761E-17,4
AT4G26710,0.50,5.41749E-16,8.31314E-12,4
AT5G02280,0.50,8.0019E-22,1.22789E-17,4
AT4G21960,0.50,1.63621E-13,2.51077E-09,4
AT3G56800,0.50,2.03034E-11,3.11555E-07,4
AT4G28050,0.50,8.92736E-20,1.3699E-15,4
AT2G44740,0.50,3.63627E-21,5.57985E-17,4
AT5G46290,0.49,1.30665E-16,2.00506E-12,4
AT2G36290,0.49,1.51829E-18,2.32982E-14,4
AT5G56350,0.49,1.29067E-14,1.98054E-10,4
AT2G31750,0.49,6.25876E-11,9.60407E-07,4
AT3G58120,0.49,4.19784E-11,6.44159E-07,4
AT5G65020,0.49,8.40093E-12,1.28912E-07,4
AT3G12610,0.49,1.56228E-10,2.39731E-06,4
AT5G48230,0.49,5.92432E-14,9.09087E-10,4
AT2G34300,0.49,2.74351E-11,4.20991E-07,4
AT1G57620,0.49,1.01919E-13,1.56394E-09,4
AT4G20150,0.49,4.01476E-19,6.16065E-15,4
AT3G20370,0.49,3.96956E-08,0.000609129,4
AT3G27770,0.49,2.15985E-12,3.31429E-08,4
AT1G74100,0.49,2.57712E-08,0.000395459,4
AT1G20050,0.48,7.48538E-15,1.14863E-10,4
AT5G11970,0.48,1.36033E-11,2.08743E-07,4
AT3G03160,0.48,2.97185E-18,4.5603E-14,4
AT2G38170,0.48,3.30427E-20,5.07041E-16,4
AT5G65810,0.48,4.95344E-13,7.60105E-09,4
AT5G03630,0.48,2.70521E-10,4.15115E-06,4
AT4G28060,0.48,1.94752E-13,2.98847E-09,4
AT1G12310,0.48,6.43144E-15,9.86904E-11,4
AT4G36640,0.48,5.64776E-14,8.66649E-10,4
AT1G79550,0.48,1.73814E-17,2.66718E-13,4
AT1G11680,0.48,4.38593E-13,6.7302E-09,4
AT3G62600,0.48,3.4485E-13,5.29173E-09,4
AT4G34630,0.48,1.42037E-14,2.17956E-10,4
AT2G05990,0.48,7.94286E-15,1.21883E-10,4
AT5G46230,0.48,3.55701E-15,5.45823E-11,4
AT3G07950,0.48,4.01147E-16,6.15559E-12,4
AT4G26570,0.47,2.80761E-19,4.30828E-15,4
AT4G30660,0.47,7.69586E-14,1.18093E-09,4
AT5G50375,0.47,2.32514E-14,3.56793E-10,4
AT1G65820,0.47,3.45801E-10,5.30632E-06,4
AT5G13420,0.47,1.54472E-16,2.37038E-12,4
AT4G19410,0.47,2.42017E-10,3.71376E-06,4
AT2G44610,0.47,3.03075E-14,4.65068E-10,4
AT3G05920,0.47,7.3108E-16,1.12184E-11,4
AT1G80500,0.47,5.11689E-18,7.85187E-14,4
AT2G19790,0.47,3.77142E-15,5.78725E-11,4
AT2G40765,0.47,1.92829E-16,2.95896E-12,4
AT4G33580,0.47,4.67137E-17,7.16822E-13,4
AT3G09735,0.47,3.75057E-11,5.75525E-07,4
AT2G24765,0.47,1.91661E-16,2.94104E-12,4
AT3G07810,0.47,3.35853E-17,5.15367E-13,4
AT2G31670,0.47,1.35616E-17,2.08102E-13,4
AT3G58730,0.47,8.35546E-13,1.28215E-08,4
AT2G37550,0.47,2.42937E-15,3.72787E-11,4
AT2G35810,0.47,9.91165E-13,1.52094E-08,4
AT5G18900,0.46,1.04182E-16,1.59868E-12,4
AT1G65060,0.46,1.60211E-24,2.45843E-20,4
AT3G06300,0.46,2.09816E-10,3.21962E-06,4
AT3G03070,0.46,2.77261E-15,4.25457E-11,4
AT1G10120,0.46,2.01558E-15,3.09291E-11,4
AT4G23100,0.46,2.29799E-10,3.52626E-06,4
AT3G05910,0.46,2.74136E-12,4.20662E-08,4
AT1G20330,0.46,2.73388E-15,4.19514E-11,4
AT5G42420,0.46,6.22493E-16,9.55216E-12,4
AT3G59920,0.46,1.33568E-12,2.0496E-08,4
AT3G61270,0.46,2.94912E-15,4.52542E-11,4
AT4G29480,0.46,1.76514E-14,2.7086E-10,4
AT5G38480,0.45,1.21173E-11,1.8594E-07,4
AT1G15690,0.45,5.44343E-14,8.35295E-10,4
AT3G52730,0.45,2.07235E-14,3.18002E-10,4
AT3G61430,0.45,3.54324E-09,5.4371E-05,4
AT2G31490,0.45,2.97197E-13,4.56048E-09,4
AT3G11800,0.45,1.24318E-12,1.90766E-08,4
AT4G33780,0.45,2.60414E-13,3.99605E-09,4
AT5G39340,0.45,3.01822E-13,4.63146E-09,4
AT4G39070,0.45,9.57913E-14,1.46992E-09,4
AT5G66280,0.45,4.30377E-10,6.60414E-06,4
AT3G10850,0.45,2.02175E-13,3.10238E-09,4
AT5G52882,0.45,4.3989E-17,6.75011E-13,4
AT4G11210,0.45,2.97011E-10,4.55764E-06,4
AT2G34250,0.45,1.4858E-14,2.27996E-10,4
AT3G24160,0.44,1.52843E-12,2.34538E-08,4
AT4G13940,0.44,1.68796E-18,2.59017E-14,4
AT2G22590,0.44,4.85483E-20,7.44974E-16,4
AT1G61170,0.44,2.86055E-15,4.38952E-11,4
AT5G16590,0.44,3.31309E-13,5.08393E-09,4
AT3G11130,0.44,2.05237E-10,3.14936E-06,4
AT5G19780,0.44,1.28497E-14,1.97179E-10,4
AT4G03190,0.44,3.08587E-12,4.73526E-08,4
AT2G37975,0.44,1.23632E-15,1.89713E-11,4
AT2G32580,0.44,3.5721E-15,5.48138E-11,4
AT3G52740,0.44,7.09493E-14,1.08872E-09,4
AT2G37040,0.44,5.17842E-17,7.94628E-13,4
AT3G17820,0.44,1.35303E-13,2.07622E-09,4
AT4G32470,0.44,5.80717E-13,8.9111E-09,4
AT4G20870,0.44,1.09885E-12,1.68619E-08,4
AT4G37520,0.44,7.77654E-09,0.000119331,4
AT5G49540,0.44,5.26899E-12,8.08526E-08,4
AT1G53310,0.43,1.07561E-10,1.65053E-06,4
AT4G37830,0.43,7.53012E-16,1.1555E-11,4
AT3G13410,0.43,2.23053E-12,3.42275E-08,4
AT1G19360,0.43,2.96837E-15,4.55497E-11,4
AT3G08530,0.43,5.20053E-09,7.98021E-05,4
AT2G20930,0.43,9.72903E-14,1.49292E-09,4
AT3G05230,0.43,1.64346E-15,2.52189E-11,4
AT2G47690,0.43,6.47332E-13,9.93331E-09,4
AT2G38700,0.43,6.19472E-13,9.50581E-09,4
AT3G09300,0.43,3.82546E-11,5.87017E-07,4
AT2G22930,0.43,6.82615E-17,1.04747E-12,4
AT4G14030,0.43,6.58422E-10,1.01035E-05,4
AT2G38040,0.43,1.27023E-14,1.94916E-10,4
AT3G54220,0.43,3.27436E-08,0.00050245,4
AT1G02816,0.43,6.08015E-13,9.32999E-09,4
AT3G56110,0.43,4.07234E-10,6.249E-06,4
AT3G46430,0.43,9.64357E-12,1.47981E-07,4
AT1G05870,0.43,7.94311E-15,1.21887E-10,4
AT4G34870,0.43,1.99991E-15,3.06886E-11,4
AT1G49660,0.43,4.83175E-14,7.41432E-10,4
AT1G69460,0.43,9.81072E-12,1.50546E-07,4
AT3G10860,0.43,9.77833E-16,1.50048E-11,4
AT2G46505,0.43,1.24812E-13,1.91524E-09,4
AT5G42090,0.43,4.015E-10,6.16102E-06,4
AT3G02910,0.42,5.63115E-10,8.641E-06,4
AT1G77350,0.42,3.0704E-13,4.71153E-09,4
AT5G14040,0.42,1.51846E-13,2.33008E-09,4
AT5G08060,0.42,2.21259E-13,3.39522E-09,4
AT4G23470,0.42,1.25622E-11,1.92767E-07,4
AT1G79340,0.42,1.56827E-08,0.000240651,4
AT2G22080,0.42,1.71247E-09,2.62778E-05,4
AT4G39990,0.42,4.42734E-12,6.79375E-08,4
AT3G13060,0.42,6.33859E-13,9.72657E-09,4
AT1G08480,0.42,2.3224E-13,3.56372E-09,4
AT5G14240,0.42,8.56866E-12,1.31486E-07,4
AT2G20820,0.42,3.93124E-12,6.03249E-08,4
AT2G23910,0.42,1.41553E-16,2.17214E-12,4
AT3G12780,0.42,4.02183E-15,6.17149E-11,4
AT3G56220,0.42,5.4131E-08,0.000830641,4
AT4G29735,0.42,4.32483E-10,6.63645E-06,4
AT4G00860,0.42,9.26459E-12,1.42165E-07,4
AT1G15210,0.42,2.40055E-10,3.68364E-06,4
AT5G10840,0.42,8.58594E-11,1.31751E-06,4
AT3G52990,0.41,5.77736E-11,8.86537E-07,4
AT1G06040,0.41,4.42552E-10,6.79096E-06,4
AT5G03345,0.41,9.55406E-11,1.46607E-06,4
AT1G74030,0.41,1.49865E-11,2.29968E-07,4
AT3G29200,0.41,2.27777E-15,3.49524E-11,4
AT1G75680,0.41,1.35461E-09,2.07865E-05,4
AT1G74910,0.41,5.65153E-13,8.67227E-09,4
AT5G20090,0.41,2.35471E-15,3.6133E-11,4
AT4G08520,0.41,1.28213E-09,1.96742E-05,4
AT1G64200,0.41,4.8342E-08,0.000741808,4
AT5G50443,0.41,1.90856E-15,2.92868E-11,4
AT5G21274,0.41,5.43852E-10,8.34541E-06,4
AT3G62400,0.41,1.10408E-13,1.69421E-09,4
AT5G41560,0.41,7.89209E-11,1.21104E-06,4
AT4G39730,0.41,3.47427E-09,5.33127E-05,4
AT5G59290,0.41,8.56319E-08,0.001314021,4
AT4G13615,0.41,1.40879E-12,2.16179E-08,4
AT2G07050,0.41,1.20866E-12,1.85469E-08,4
AT3G22960,0.41,8.99443E-11,1.38019E-06,4
AT1G05850,0.41,5.02491E-07,0.007710726,4
AT1G15550,0.41,1.52145E-11,2.33467E-07,4
AT1G48320,0.41,2.94251E-18,4.51528E-14,4
AT4G38460,0.40,2.40844E-12,3.69575E-08,4
AT3G27380,0.40,4.23304E-09,6.4956E-05,4
AT2G27730,0.40,2.3534E-14,3.61129E-10,4
AT1G04820,0.40,2.28648E-13,3.5086E-09,4
AT3G08610,0.40,8.64676E-10,1.32685E-05,4
AT1G76030,0.40,2.42542E-11,3.72181E-07,4
AT3G15730,0.40,2.11395E-09,3.24385E-05,4
AT5G64740,0.40,1.06583E-11,1.63552E-07,4
AT4G12110,0.40,2.33834E-13,3.58818E-09,4
AT1G11840,0.40,5.62778E-12,8.63582E-08,4
AT1G67785,0.40,3.1042E-11,4.76339E-07,4
AT5G21070,0.40,6.82092E-13,1.04667E-08,4
AT1G07670,0.40,3.8595E-10,5.92241E-06,4
AT1G10030,0.40,7.88523E-13,1.20999E-08,4
AT2G30050,0.40,2.94531E-14,4.51958E-10,4
AT5G42100,0.40,9.8272E-10,1.50798E-05,4
AT5G64850,0.40,1.14254E-09,1.75323E-05,4
AT5G20700,0.40,2.13578E-12,3.27736E-08,4
AT1G64920,0.40,2.1387E-13,3.28184E-09,4
AT1G06640,0.40,6.5921E-09,0.000101156,4
AT4G24760,0.40,2.10008E-12,3.22258E-08,4
AT2G46540,0.40,3.68676E-11,5.65733E-07,4
AT4G28770,0.40,2.12642E-13,3.263E-09,4
AT1G76200,0.40,9.3123E-14,1.42897E-09,4
AT5G20000,0.39,4.06707E-08,0.000624093,4
AT3G12290,0.39,4.89292E-10,7.50818E-06,4
AT5G17280,0.39,1.1714E-10,1.79751E-06,4
AT1G11860,0.39,1.23238E-12,1.89108E-08,4
AT1G32050,0.39,8.90361E-09,0.000136626,4
AT1G67730,0.39,1.95005E-09,2.99235E-05,4
AT5G47570,0.39,5.96526E-10,9.15369E-06,4
AT5G42890,0.39,1.73712E-10,2.66561E-06,4
AT5G44340,0.39,1.55611E-10,2.38786E-06,4
AT3G09455,0.39,4.17246E-11,6.40264E-07,4
AT3G62580,0.39,5.28163E-12,8.10467E-08,4
AT4G39080,0.38,1.1854E-11,1.819E-07,4
AT2G03350,0.38,2.3271E-16,3.57094E-12,4
AT1G53240,0.38,1.37979E-14,2.11729E-10,4
AT3G45780,0.38,1.02499E-12,1.57285E-08,4
AT1G19130,0.38,4.30323E-13,6.60331E-09,4
AT1G52670,0.38,4.52101E-11,6.93749E-07,4
AT5G51040,0.38,3.86061E-07,0.005924107,4
AT4G16695,0.38,2.01117E-09,3.08614E-05,4
AT4G32410,0.38,5.15019E-07,0.007902966,4
AT1G54630,0.38,5.55672E-13,8.52678E-09,4
AT5G08680,0.38,2.86318E-13,4.39356E-09,4
AT2G33470,0.38,1.67539E-11,2.57088E-07,4
AT4G28650,0.38,3.40987E-16,5.23245E-12,4
AT2G40620,0.38,1.19587E-08,0.000183506,4
AT2G29750,0.38,1.8266E-12,2.80291E-08,4
AT1G22450,0.38,1.12037E-10,1.71921E-06,4
AT4G35260,0.38,1.20295E-10,1.84592E-06,4
AT4G31990,0.38,9.54675E-10,1.46495E-05,4
AT3G11330,0.38,2.1232E-09,3.25805E-05,4
AT4G30010,0.38,2.4271E-12,3.72438E-08,4
AT5G67500,0.38,2.73003E-09,4.18923E-05,4
AT5G20165,0.38,1.17681E-08,0.000180581,4
AT1G48850,0.38,3.66483E-12,5.62368E-08,4
AT5G10480,0.38,2.46244E-10,3.77862E-06,4
AT3G15020,0.38,1.03966E-11,1.59537E-07,4
AT1G50430,0.38,5.51411E-10,8.4614E-06,4
AT5G59890,0.37,3.5661E-10,5.47218E-06,4
AT5G13450,0.37,5.24331E-12,8.04586E-08,4
AT3G54690,0.37,1.56609E-09,2.40317E-05,4
AT1G74920,0.37,8.22057E-09,0.000126145,4
AT2G46000,0.37,7.09463E-09,0.000108867,4
AT2G22000,0.37,3.01101E-09,4.62039E-05,4
AT1G13950,0.37,5.9678E-09,9.15759E-05,4
AT5G05010,0.37,7.33176E-09,0.000112506,4
AT3G59370,0.37,1.05828E-10,1.62393E-06,4
AT5G36160,0.37,5.41824E-08,0.000831429,4
AT2G44310,0.37,2.34515E-08,0.000359863,4
AT1G09630,0.37,8.10988E-10,1.24446E-05,4
AT1G52360,0.37,1.92995E-11,2.96151E-07,4
AT5G19980,0.37,6.104E-13,9.36658E-09,4
AT1G30120,0.37,2.65441E-09,4.0732E-05,4
AT5G41670,0.37,1.82323E-08,0.000279775,4
AT4G35830,0.37,1.85553E-09,2.84731E-05,4
AT3G16180,0.37,4.17296E-14,6.40341E-10,4
AT1G09330,0.37,4.6121E-10,7.07727E-06,4
AT5G55850,0.37,1.02555E-09,1.5737E-05,4
AT4G18030,0.37,4.08769E-07,0.006272566,4
AT1G09580,0.37,9.7192E-11,1.49141E-06,4
AT2G39960,0.37,2.6573E-09,4.07762E-05,4
AT3G07460,0.37,2.32525E-10,3.56809E-06,4
AT5G35630,0.37,2.04816E-07,0.003142897,4
AT5G66120,0.37,7.52169E-13,1.1542E-08,4
AT1G47640,0.37,1.07479E-11,1.64926E-07,4
AT5G51780,0.37,4.57336E-09,7.01782E-05,4
AT4G12590,0.37,4.41658E-10,6.77724E-06,4
AT5G10780,0.36,9.58021E-15,1.47008E-10,4
AT3G62830,0.36,1.32575E-08,0.000203436,4
AT1G65270,0.36,3.12522E-10,4.79565E-06,4
AT3G14430,0.36,1.25988E-08,0.000193329,4
AT2G21390,0.36,5.12662E-10,7.8668E-06,4
AT1G15370,0.36,4.07835E-11,6.25822E-07,4
AT3G23300,0.36,2.97362E-08,0.000456302,4
AT2G29390,0.36,2.66087E-10,4.0831E-06,4
AT3G55360,0.36,3.66735E-10,5.62755E-06,4
AT2G30060,0.36,1.47716E-09,2.2667E-05,4
AT1G30890,0.36,1.65825E-10,2.54459E-06,4
AT5G05370,0.36,7.76977E-09,0.000119227,4
AT3G62790,0.36,4.0334E-09,6.18925E-05,4
AT5G58060,0.36,2.38366E-10,3.65773E-06,4
AT4G16670,0.36,9.11619E-08,0.00139888,4
AT5G27430,0.36,6.76059E-11,1.03741E-06,4
AT2G27510,0.36,8.51356E-09,0.000130641,4
AT4G01900,0.36,1.59734E-12,2.45111E-08,4
AT2G47380,0.36,1.66931E-09,2.56156E-05,4
AT4G24805,0.36,3.28666E-09,5.04339E-05,4
AT2G04900,0.36,1.59397E-08,0.000244595,4
AT5G15320,0.36,4.96977E-08,0.000762611,4
AT3G20790,0.36,1.40793E-11,2.16047E-07,4
AT3G02580,0.36,4.56564E-10,7.00597E-06,4
AT2G41780,0.36,2.49146E-10,3.82314E-06,4
AT1G53500,0.36,3.20994E-12,4.92566E-08,4
AT3G03550,0.36,6.92778E-10,1.06307E-05,4
AT1G65295,0.36,1.79058E-13,2.74765E-09,4
AT5G16150,0.36,1.31071E-09,2.01128E-05,4
AT2G22230,0.36,9.27173E-08,0.001422746,4
AT5G33320,0.36,4.32941E-08,0.000664349,4
AT4G18360,0.36,2.90854E-08,0.000446315,4
AT4G32285,0.35,2.49539E-09,3.82918E-05,4
AT3G28040,0.35,4.46121E-13,6.84572E-09,4
AT1G04690,0.35,4.02365E-09,6.17428E-05,4
AT4G33010,0.35,3.40542E-10,5.22561E-06,4
AT3G07680,0.35,1.1247E-09,1.72585E-05,4
AT1G20950,0.35,1.94049E-09,2.97769E-05,4
AT5G16390,0.35,1.03943E-09,1.595E-05,4
AT3G44100,0.35,9.23527E-09,0.000141715,4
AT4G02080,0.35,2.05063E-09,3.1467E-05,4
AT2G25610,0.35,4.23678E-10,6.50134E-06,4
AT3G12800,0.35,9.29125E-08,0.001425742,4
AT1G76550,0.35,1.27117E-08,0.000195061,4
AT5G47780,0.35,9.92144E-10,1.52244E-05,4
AT3G07470,0.35,1.57738E-08,0.000242048,4
AT5G34850,0.35,4.27986E-10,6.56744E-06,4
AT3G46060,0.35,2.89631E-11,4.44439E-07,4
AT2G05710,0.35,2.56505E-09,3.93607E-05,4
AT1G22300,0.35,1.20923E-09,1.85556E-05,4
AT4G11190,0.35,4.92788E-08,0.000756183,4
AT2G40890,0.35,6.25393E-10,9.59665E-06,4
AT5G64330,0.35,4.61247E-12,7.07784E-08,4
AT2G32520,0.35,2.52503E-07,0.003874654,4
AT5G25265,0.35,8.51979E-11,1.30736E-06,4
AT4G09000,0.35,1.78802E-09,2.74371E-05,4
AT5G43830,0.35,1.42475E-09,2.18628E-05,4
AT5G67590,0.35,4.00011E-11,6.13816E-07,4
AT1G61790,0.34,2.48445E-08,0.000381238,4
AT5G25100,0.34,4.40023E-09,6.75215E-05,4
AT2G35880,0.34,1.89071E-09,2.9013E-05,4
AT3G02630,0.34,1.91678E-09,2.94129E-05,4
AT4G13520,0.34,2.95385E-09,4.53269E-05,4
AT3G54320,0.34,2.94211E-09,4.51466E-05,4
AT1G01050,0.34,1.98781E-09,3.05029E-05,4
AT2G30200,0.34,5.44817E-08,0.000836022,4
AT2G42870,0.34,2.38305E-10,3.65679E-06,4
AT5G42860,0.34,2.8223E-08,0.000433082,4
AT2G45790,0.34,2.02543E-08,0.000310802,4
AT1G65010,0.34,1.61531E-10,2.47869E-06,4
AT4G30960,0.34,5.65986E-08,0.000868505,4
AT3G48030,0.34,2.81156E-10,4.31434E-06,4
AT1G51650,0.34,2.33361E-09,3.58093E-05,4
AT4G27270,0.34,7.68762E-10,1.17966E-05,4
AT2G16580,0.34,1.16675E-07,0.001790376,4
AT3G08890,0.34,9.2218E-12,1.41508E-07,4
AT5G03760,0.34,1.27673E-11,1.95914E-07,4
AT5G11560,0.34,5.1058E-11,7.83486E-07,4
AT3G21240,0.33,4.22645E-13,6.48548E-09,4
AT1G24360,0.33,9.97994E-09,0.000153142,4
AT5G61240,0.33,8.36814E-11,1.28409E-06,4
AT3G19000,0.33,1.06134E-07,0.001628625,4
AT1G07420,0.33,1.6428E-07,0.00252088,4
AT4G29960,0.33,8.52768E-09,0.000130857,4
AT2G38650,0.33,4.13544E-10,6.34583E-06,4
AT5G27450,0.33,8.171E-08,0.00125384,4
AT1G33800,0.33,9.86287E-08,0.001513457,4
AT5G43320,0.33,3.80202E-09,5.8342E-05,4
AT1G34430,0.33,1.95627E-07,0.003001897,4
AT3G07010,0.33,1.04267E-09,1.59998E-05,4
AT2G25110,0.33,1.55627E-07,0.002388099,4
AT5G56150,0.33,3.17441E-08,0.000487113,4
AT4G34700,0.33,2.00618E-11,3.07848E-07,4
AT4G14360,0.33,7.90397E-10,1.21286E-05,4
AT4G29130,0.33,2.45151E-08,0.000376185,4
AT1G78860,0.33,3.23604E-07,0.004965701,4
AT3G01130,0.33,7.11608E-08,0.001091963,4
AT3G23600,0.33,1.31693E-07,0.002020835,4
AT2G29020,0.33,4.09366E-08,0.000628172,4
AT1G06515,0.33,1.43932E-07,0.002208631,4
AT4G34990,0.33,5.13893E-10,7.88569E-06,4
AT2G17980,0.33,2.51294E-09,3.85611E-05,4
AT4G00710,0.33,4.24898E-07,0.006520065,4
AT1G64090,0.33,4.25781E-09,6.5336E-05,4
AT5G16760,0.33,6.90871E-10,1.06014E-05,4
AT3G02900,0.33,5.47984E-10,8.40881E-06,4
AT5G49360,0.33,7.01951E-10,1.07714E-05,4
AT2G44360,0.33,6.58199E-10,1.01001E-05,4
AT3G08630,0.32,1.37885E-08,0.000211585,4
AT5G25830,0.32,1.71366E-11,2.62962E-07,4
AT4G24330,0.32,1.51906E-10,2.331E-06,4
AT5G11260,0.32,5.51138E-07,0.008457217,4
AT4G21105,0.32,2.21432E-07,0.003397874,4
AT5G11890,0.32,1.44284E-08,0.000221404,4
AT4G26540,0.32,2.5618E-12,3.93108E-08,4
AT5G04430,0.32,4.83339E-09,7.41684E-05,4
AT5G05890,0.32,1.04135E-09,1.59795E-05,4
AT3G55920,0.32,1.2181E-09,1.86917E-05,4
AT3G15820,0.32,7.7838E-09,0.000119442,4
AT4G24820,0.32,9.48683E-08,0.001455753,4
AT3G52960,0.32,2.2572E-07,0.003463671,4
AT1G72020,0.32,5.78373E-08,0.000887514,4
AT3G05900,0.32,5.96769E-07,0.00915742,4
AT2G06200,0.32,1.07216E-09,1.64523E-05,4
AT2G41740,0.32,3.58636E-08,0.000550328,4
AT2G43070,0.32,3.40326E-11,5.2223E-07,4
AT3G52300,0.32,3.44079E-08,0.000527989,4
AT2G43360,0.32,4.32155E-07,0.006631422,4
AT1G06700,0.32,6.33193E-10,9.71635E-06,4
AT3G28715,0.32,1.24098E-07,0.001904277,4
AT3G23805,0.32,4.18992E-08,0.000642944,4
AT5G63400,0.32,9.78154E-08,0.001500977,4
AT5G16660,0.32,6.70953E-08,0.001029578,4
AT3G51520,0.31,2.0842E-09,3.1982E-05,4
AT5G58640,0.31,3.10776E-08,0.000476886,4
AT5G08050,0.31,3.62433E-08,0.000556154,4
AT3G47810,0.31,3.716E-08,0.00057022,4
AT5G66680,0.31,1.55278E-07,0.00238274,4
AT4G10840,0.31,5.97547E-08,0.000916935,4
AT5G65270,0.31,7.19331E-09,0.000110381,4
AT2G26230,0.31,1.37431E-08,0.000210887,4
AT3G60750,0.31,3.1404E-08,0.000481894,4
AT3G25110,0.31,3.37028E-07,0.005171692,4
AT2G01470,0.31,3.00663E-07,0.004613672,4
AT3G06060,0.31,6.28696E-08,0.000964734,4
AT3G04830,0.31,2.84338E-08,0.000436316,4
AT1G16560,0.31,1.31074E-08,0.000201132,4
AT3G24750,0.31,5.80388E-12,8.90605E-08,4
AT1G07020,0.31,4.39933E-09,6.75078E-05,4
AT4G26940,0.30,2.53943E-08,0.000389676,4
AT5G50370,0.30,6.15295E-08,0.00094417,4
AT2G05840,0.30,1.0088E-08,0.000154801,4
AT5G11770,0.30,5.5938E-09,8.58368E-05,4
AT3G07480,0.30,5.56154E-08,0.000853418,4
AT5G39990,0.30,2.65097E-09,4.06792E-05,4
AT5G47030,0.30,7.35358E-08,0.001128406,4
AT1G49140,0.30,5.13354E-07,0.007877423,4
AT1G01430,0.30,5.86335E-11,8.9973E-07,4
AT1G79985,0.30,3.72734E-07,0.005719601,4
AT1G04980,0.30,2.66916E-07,0.00409582,4
AT3G27230,0.30,1.07615E-07,0.001651349,4
AT3G07570,0.30,7.93111E-09,0.000121703,4
AT2G45290,0.30,1.94422E-07,0.002983399,4
AT2G14720,0.30,8.60684E-09,0.000132072,4
AT2G24200,0.30,3.80234E-08,0.000583469,4
AT3G57785,0.30,3.14442E-10,4.82512E-06,4
AT3G14790,0.30,1.06011E-07,0.001626732,4
AT2G37970,0.30,1.04935E-07,0.001610234,4
AT2G42490,0.30,2.71835E-10,4.17131E-06,4
AT4G01850,0.30,6.08348E-10,9.3351E-06,4
AT2G28720,0.30,1.51776E-08,0.0002329,4
AT1G70950,0.30,2.45931E-10,3.77381E-06,4
AT3G02350,0.30,4.80477E-07,0.007372918,4
AT5G57270,0.29,6.28896E-11,9.65041E-07,4
AT5G59410,0.29,3.0486E-08,0.000467808,4
AT1G61770,0.29,1.24763E-09,1.91449E-05,4
AT1G33240,0.29,3.74709E-08,0.000574991,4
AT3G60440,0.29,2.59094E-08,0.00039758,4
AT2G42310,0.29,2.99433E-07,0.004594806,4
AT1G20225,0.29,1.45599E-09,2.23422E-05,4
AT5G27380,0.29,1.90379E-08,0.000292136,4
AT5G24850,0.29,1.73162E-07,0.002657168,4
AT4G30420,0.29,7.4511E-18,1.14337E-13,4
AT1G22840,0.29,1.04564E-07,0.001604538,4
AT5G15910,0.29,1.21468E-07,0.00186393,4
AT3G23530,0.29,1.11584E-08,0.000171226,4
AT4G35410,0.29,2.76413E-07,0.004241554,4
AT1G05210,0.29,3.6033E-07,0.00552926,4
AT5G16440,0.29,1.62272E-07,0.002490069,4
AT5G01620,0.29,2.00136E-07,0.003071082,4
AT2G28370,0.29,1.60857E-07,0.002468358,4
AT2G21600,0.29,1.6335E-07,0.002506601,4
AT1G70580,0.28,4.78008E-09,7.33503E-05,4
AT4G22756,0.28,9.22425E-10,1.41546E-05,4
AT1G05720,0.28,7.55966E-08,0.001160029,4
AT1G79260,0.28,8.75699E-08,0.001343759,4
AT3G06070,0.28,3.59424E-10,5.51537E-06,4
AT2G35190,0.28,1.83858E-07,0.002821301,4
AT4G37470,0.28,5.39691E-08,0.000828156,4
AT5G53140,0.28,4.17592E-07,0.006407942,4
AT3G62290,0.28,1.21553E-08,0.000186523,4
AT1G14210,0.28,1.19154E-07,0.001828414,4
AT5G52840,0.28,4.17169E-07,0.006401461,4
AT5G54750,0.28,5.17962E-09,7.94813E-05,4
AT1G79440,0.28,6.31165E-07,0.009685234,4
AT3G60860,0.28,1.7547E-07,0.002692587,4
AT2G19680,0.28,1.29906E-09,1.99341E-05,4
AT2G29700,0.27,5.50268E-08,0.000844386,4
AT3G43110,0.27,2.30032E-07,0.003529843,4
AT2G18840,0.27,8.72947E-08,0.001339537,4
AT5G42250,0.27,6.42134E-07,0.009853548,4
AT1G23850,0.27,2.00318E-08,0.000307388,4
AT5G56890,0.27,2.03249E-07,0.003118855,4
AT5G10100,0.27,3.25408E-08,0.000499338,4
AT4G27430,0.27,3.07234E-08,0.00047145,4
AT3G07330,0.27,4.10688E-07,0.006302008,4
AT1G26960,0.27,2.40415E-08,0.000368917,4
AT4G14880,0.27,4.81686E-07,0.007391479,4
AT1G71070,0.27,2.09885E-07,0.003220692,4
AT5G02000,0.27,1.0742E-10,1.64835E-06,4
AT5G17610,0.27,9.12593E-08,0.001400374,4
AT2G38300,0.27,3.79719E-09,5.82679E-05,4
AT2G41150,0.27,3.53623E-09,5.42634E-05,4
