Gene,Average Log FC,p value,Adjusted                p value ,Subluster
AT4G15770,0.52,2.23999E-15,3.28382E-11,1
AT5G22290,0.52,5.76609E-16,8.45308E-12,1
AT4G04800,0.52,9.93711E-15,1.45678E-10,1
AT5G26600,0.52,2.61849E-18,3.8387E-14,1
AT5G41400,0.52,1.19902E-10,1.75776E-06,1
AT2G22720,0.52,6.4212E-15,9.41348E-11,1
AT5G53370,0.52,4.85692E-20,7.12025E-16,1
AT5G23810,0.52,5.45273E-08,0.00079937,1
AT5G46410,0.52,3.67051E-14,5.38097E-10,1
AT4G30350,0.52,1.7154E-10,2.51478E-06,1
AT5G57910,0.52,5.04835E-13,7.40087E-09,1
AT3G12490,0.52,8.86685E-16,1.29988E-11,1
AT5G42060,0.52,2.02003E-15,2.96136E-11,1
AT5G40470,0.52,1.16463E-17,1.70735E-13,1
AT5G58800,0.52,5.20612E-18,7.63217E-14,1
AT5G26280,0.52,1.66369E-07,0.002438974,1
AT3G03920,0.52,4.0686E-11,5.96457E-07,1
AT4G34590,0.52,9.68207E-09,0.000141939,1
AT3G49940,0.52,6.44049E-10,9.44176E-06,1
AT1G19660,0.52,8.0519E-12,1.18041E-07,1
AT5G43190,0.51,9.98951E-17,1.46446E-12,1
AT4G14580,0.51,1.06396E-14,1.55976E-10,1
AT1G32460,0.51,3.8795E-12,5.68735E-08,1
AT4G00940,0.51,1.42447E-14,2.08827E-10,1
AT3G55610,0.51,1.02491E-15,1.50252E-11,1
AT1G17050,0.51,2.43567E-15,3.57069E-11,1
AT5G53440,0.51,7.04623E-18,1.03298E-13,1
AT1G72680,0.51,5.80017E-16,8.50305E-12,1
AT5G57150,0.51,1.54555E-11,2.26578E-07,1
AT5G09620,0.51,1.64975E-16,2.41854E-12,1
AT1G07090,0.51,7.0666E-13,1.03596E-08,1
AT5G45410,0.51,2.15949E-17,3.16581E-13,1
AT1G64740,0.51,2.6815E-13,3.93108E-09,1
AT2G45980,0.50,2.65043E-17,3.88553E-13,1
AT4G06744,0.50,4.28597E-12,6.28323E-08,1
AT4G37910,0.50,1.60576E-12,2.35405E-08,1
AT5G06570,0.50,3.59982E-09,5.27733E-05,1
AT2G46800,0.50,7.05482E-14,1.03424E-09,1
AT1G74430,0.50,1.01228E-08,0.000148401,1
AT3G11450,0.50,1.8243E-20,2.67442E-16,1
AT1G11840,0.50,1.53868E-16,2.25571E-12,1
AT3G53150,0.50,2.37716E-10,3.48491E-06,1
AT3G12360,0.50,5.08391E-14,7.45301E-10,1
AT5G46760,0.50,3.84368E-18,5.63483E-14,1
AT1G32170,0.50,3.80924E-12,5.58434E-08,1
AT5G12190,0.50,1.70944E-16,2.50604E-12,1
AT3G27960,0.50,1.89983E-07,0.002785157,1
AT1G16320,0.50,1.92639E-17,2.82408E-13,1
AT1G09815,0.50,6.74653E-18,9.89041E-14,1
AT2G44730,0.50,4.11227E-13,6.02859E-09,1
AT4G40080,0.50,6.37368E-19,9.34381E-15,1
AT1G80040,0.50,3.11968E-13,4.57345E-09,1
AT3G15770,0.50,2.32488E-10,3.40827E-06,1
AT5G61210,0.50,1.31875E-11,1.93328E-07,1
AT1G23870,0.49,3.22151E-11,4.72273E-07,1
AT1G67340,0.49,3.01002E-08,0.000441269,1
AT1G63720,0.49,2.012E-12,2.94959E-08,1
AT1G22610,0.49,1.14841E-14,1.68357E-10,1
AT5G06290,0.49,1.31756E-12,1.93154E-08,1
AT5G18300,0.49,8.31963E-15,1.21966E-10,1
AT5G41020,0.49,4.32903E-18,6.34635E-14,1
AT3G19290,0.49,1.61095E-10,2.36165E-06,1
AT1G12200,0.49,2.89568E-11,4.24507E-07,1
AT1G80820,0.49,1.75821E-07,0.00257753,1
AT1G74940,0.49,3.59554E-07,0.005271068,1
AT2G25080,0.49,1.2848E-11,1.88351E-07,1
AT1G78060,0.49,4.09977E-15,6.01027E-11,1
AT1G49740,0.49,2.81716E-11,4.12995E-07,1
AT5G65040,0.49,5.43986E-09,7.97484E-05,1
AT4G19640,0.49,9.78564E-18,1.43458E-13,1
AT3G21230,0.49,1.74067E-12,2.55182E-08,1
AT5G57480,0.49,9.13311E-09,0.000133891,1
AT5G10410,0.49,2.3119E-11,3.38924E-07,1
AT1G48635,0.49,4.34687E-15,6.37251E-11,1
AT4G14465,0.49,2.33799E-14,3.42749E-10,1
AT1G15400,0.49,9.20362E-14,1.34925E-09,1
AT3G07310,0.49,3.77228E-15,5.53016E-11,1
AT5G18680,0.49,8.56568E-13,1.25573E-08,1
AT3G12800,0.48,4.51512E-15,6.61916E-11,1
AT5G64340,0.48,4.51757E-10,6.62276E-06,1
AT5G25350,0.48,4.72463E-11,6.9263E-07,1
AT1G73590,0.48,2.29315E-07,0.003361752,1
AT1G19000,0.48,6.92799E-11,1.01564E-06,1
AT2G28890,0.48,1.08895E-09,1.59641E-05,1
AT3G13610,0.48,3.35578E-09,4.91957E-05,1
AT1G28280,0.48,9.20375E-14,1.34927E-09,1
AT2G38280,0.48,1.95367E-12,2.86408E-08,1
AT5G52070,0.47,2.52542E-14,3.70226E-10,1
AT2G22670,0.47,1.14171E-11,1.67374E-07,1
AT5G17210,0.47,1.16839E-16,1.71285E-12,1
AT2G05940,0.47,2.62483E-07,0.003848001,1
AT1G24170,0.47,4.94539E-12,7.24994E-08,1
AT4G25340,0.47,1.95742E-09,2.86957E-05,1
AT3G52400,0.47,1.45883E-09,2.13865E-05,1
AT3G04880,0.47,7.05429E-17,1.03416E-12,1
AT3G02190,0.47,6.54977E-12,9.60196E-08,1
AT1G18720,0.47,5.80072E-16,8.50386E-12,1
AT2G17240,0.47,1.09764E-13,1.60913E-09,1
AT1G72010,0.47,1.90491E-11,2.7926E-07,1
AT1G30260,0.47,9.22099E-16,1.3518E-11,1
AT5G05960,0.47,6.22569E-07,0.009126868,1
AT5G41590,0.47,3.16799E-07,0.004644267,1
AT5G54110,0.47,1.08766E-11,1.59451E-07,1
AT3G46000,0.47,2.49476E-16,3.65731E-12,1
AT3G57230,0.47,3.39314E-09,4.97434E-05,1
AT2G18860,0.47,7.02922E-13,1.03048E-08,1
AT3G52710,0.47,1.50182E-14,2.20167E-10,1
AT3G05120,0.47,3.12934E-14,4.58762E-10,1
AT3G10250,0.47,1.36861E-15,2.00639E-11,1
AT5G40450,0.47,2.01859E-07,0.002959251,1
AT5G47720,0.47,1.36234E-08,0.00019972,1
AT5G16600,0.47,1.49722E-08,0.000219492,1
AT1G60710,0.46,2.80845E-12,4.11719E-08,1
AT4G13830,0.46,2.37088E-09,3.47571E-05,1
AT5G62630,0.46,5.46103E-12,8.00587E-08,1
AT3G15580,0.46,1.49254E-14,2.18806E-10,1
AT4G24400,0.46,1.0025E-12,1.46966E-08,1
AT4G28910,0.46,6.34492E-16,9.30165E-12,1
AT3G05200,0.46,1.63831E-08,0.000240177,1
AT5G11680,0.46,1.53649E-11,2.25249E-07,1
AT1G80180,0.46,8.55436E-08,0.001254069,1
AT1G16210,0.46,1.44343E-17,2.11607E-13,1
AT5G18150,0.46,9.13665E-14,1.33943E-09,1
AT5G08240,0.46,9.35928E-08,0.00137207,1
AT2G47970,0.46,7.39899E-16,1.08469E-11,1
AT1G53300,0.46,4.57517E-11,6.7072E-07,1
AT3G13200,0.46,8.82282E-18,1.29343E-13,1
AT5G58375,0.46,1.91808E-09,2.8119E-05,1
AT1G80780,0.46,2.07895E-14,3.04774E-10,1
AT5G44920,0.46,1.79322E-08,0.000262887,1
AT5G56150,0.46,3.22842E-12,4.73286E-08,1
AT5G17840,0.46,9.98001E-12,1.46307E-07,1
AT2G32960,0.46,1.39361E-12,2.04303E-08,1
AT3G16840,0.46,2.1034E-15,3.08359E-11,1
AT3G15000,0.46,1.55552E-10,2.28039E-06,1
AT1G06630,0.45,9.64213E-13,1.41354E-08,1
AT5G06370,0.45,4.32584E-10,6.34168E-06,1
AT2G37470,0.45,8.97114E-13,1.31517E-08,1
AT5G14050,0.45,7.95704E-16,1.1665E-11,1
AT4G27720,0.45,2.53414E-10,3.71505E-06,1
AT2G35680,0.45,1.06923E-12,1.5675E-08,1
AT2G46700,0.45,1.32517E-10,1.94269E-06,1
AT1G30130,0.45,2.15211E-12,3.155E-08,1
AT1G66600,0.45,5.80179E-09,8.50542E-05,1
AT1G55310,0.45,2.56986E-12,3.76741E-08,1
AT5G19480,0.45,4.47426E-13,6.55927E-09,1
AT3G52060,0.45,7.40526E-09,0.000108561,1
AT2G44870,0.45,2.40407E-15,3.52437E-11,1
AT3G60080,0.45,3.55994E-13,5.21887E-09,1
AT5G17900,0.45,4.30434E-12,6.31016E-08,1
AT5G40690,0.45,5.25888E-09,7.70952E-05,1
AT2G46550,0.45,4.93937E-14,7.24112E-10,1
AT5G01850,0.45,9.49022E-13,1.39127E-08,1
AT3G01590,0.45,9.33983E-11,1.36922E-06,1
AT2G43950,0.45,6.69786E-12,9.81907E-08,1
AT2G40380,0.45,8.31844E-12,1.21948E-07,1
AT3G13230,0.45,4.40609E-11,6.45933E-07,1
AT5G53400,0.44,1.63572E-13,2.39797E-09,1
AT1G58270,0.44,2.08269E-10,3.05323E-06,1
AT4G02920,0.44,9.37678E-13,1.37464E-08,1
AT5G12170,0.44,1.57594E-15,2.31033E-11,1
AT3G21710,0.44,2.44543E-09,3.58499E-05,1
AT1G71960,0.44,4.09938E-09,6.00969E-05,1
AT3G60300,0.44,1.64993E-14,2.4188E-10,1
AT1G15740,0.44,5.86213E-13,8.59388E-09,1
AT1G60989,0.44,1.53476E-15,2.24995E-11,1
AT4G36380,0.44,1.47246E-08,0.000215862,1
AT2G18230,0.44,1.04673E-11,1.53451E-07,1
AT2G44860,0.44,4.39241E-10,6.43927E-06,1
AT4G24990,0.44,7.24621E-14,1.06229E-09,1
AT2G48010,0.44,3.53381E-09,5.18057E-05,1
AT2G19270,0.44,2.55143E-11,3.74039E-07,1
AT2G37580,0.44,2.09799E-12,3.07566E-08,1
AT2G43410,0.44,8.33118E-11,1.22135E-06,1
AT1G43890,0.44,3.09736E-14,4.54073E-10,1
AT1G31130,0.44,6.62106E-10,9.70648E-06,1
AT3G15660,0.44,1.37938E-15,2.02217E-11,1
AT2G27010,0.44,1.7954E-08,0.000263206,1
AT5G23590,0.44,8.40925E-15,1.2328E-10,1
AT2G39050,0.44,6.13234E-07,0.008990015,1
AT1G02900,0.43,6.45056E-10,9.45651E-06,1
AT2G03690,0.43,9.87601E-15,1.44782E-10,1
AT4G31450,0.43,1.68839E-13,2.47517E-09,1
AT4G36690,0.43,3.27108E-12,4.79541E-08,1
AT3G49601,0.43,4.07491E-11,5.97381E-07,1
AT1G51140,0.43,2.48103E-12,3.63719E-08,1
AT4G05460,0.43,1.70277E-13,2.49627E-09,1
AT1G15860,0.43,8.28534E-14,1.21463E-09,1
AT2G46650,0.43,4.50243E-07,0.006600567,1
AT1G46768,0.43,9.37015E-12,1.37366E-07,1
AT1G47960,0.43,2.70769E-07,0.003969473,1
AT1G17130,0.43,5.19441E-14,7.615E-10,1
AT5G05210,0.43,5.20963E-12,7.63732E-08,1
AT1G45249,0.43,5.88267E-10,8.62399E-06,1
AT3G16870,0.43,1.52669E-07,0.002238124,1
AT3G03220,0.43,1.16042E-10,1.70117E-06,1
AT1G07350,0.43,3.07094E-08,0.0004502,1
AT2G40780,0.43,1.6343E-12,2.39589E-08,1
AT1G63410,0.43,9.40063E-10,1.37813E-05,1
AT3G60410,0.43,8.16365E-11,1.19679E-06,1
AT3G27890,0.43,4.33208E-09,6.35083E-05,1
AT2G38560,0.43,1.04376E-11,1.53015E-07,1
AT1G54830,0.43,4.16361E-11,6.10386E-07,1
AT5G63460,0.42,1.62911E-12,2.38828E-08,1
AT3G15480,0.42,5.97763E-10,8.76321E-06,1
AT3G10500,0.42,9.79475E-13,1.43591E-08,1
AT1G56200,0.42,2.69578E-14,3.95201E-10,1
AT5G40760,0.42,2.09145E-09,3.06607E-05,1
AT1G48600,0.42,4.59237E-10,6.73241E-06,1
AT4G14300,0.42,4.59188E-12,6.73169E-08,1
AT4G19160,0.42,5.92045E-08,0.000867938,1
AT1G17530,0.42,2.96089E-10,4.34066E-06,1
AT1G55520,0.42,1.47037E-11,2.15556E-07,1
AT1G06000,0.42,3.59735E-07,0.005273714,1
AT1G48450,0.42,4.43695E-16,6.50456E-12,1
AT1G33980,0.42,1.48036E-10,2.17021E-06,1
AT1G70000,0.42,2.02002E-09,2.96134E-05,1
AT1G30360,0.42,1.19102E-11,1.74604E-07,1
AT4G34050,0.42,7.4026E-09,0.000108522,1
AT1G12830,0.42,1.08095E-11,1.58467E-07,1
AT2G46735,0.42,9.09648E-11,1.33354E-06,1
AT5G66540,0.42,8.06143E-12,1.18181E-07,1
AT1G68490,0.42,6.70824E-08,0.000983428,1
AT5G24650,0.42,1.15554E-15,1.69402E-11,1
AT2G14850,0.42,8.15423E-12,1.19541E-07,1
AT2G30270,0.42,5.6826E-10,8.33069E-06,1
AT1G24440,0.42,1.49108E-10,2.18592E-06,1
AT5G11860,0.42,7.06132E-14,1.03519E-09,1
AT2G36830,0.42,2.93527E-12,4.3031E-08,1
AT5G66120,0.42,3.2973E-12,4.83384E-08,1
AT1G33110,0.42,2.12958E-10,3.12196E-06,1
AT4G24280,0.41,2.36622E-12,3.46887E-08,1
AT2G39720,0.41,3.1909E-12,4.67786E-08,1
AT3G12130,0.41,3.34393E-14,4.90221E-10,1
AT4G03240,0.41,1.2451E-11,1.82531E-07,1
AT1G65030,0.41,1.86956E-11,2.74077E-07,1
AT2G25790,0.41,3.2811E-08,0.000481009,1
AT3G25840,0.41,6.45301E-10,9.46012E-06,1
AT4G30200,0.41,1.03197E-10,1.51287E-06,1
AT4G29160,0.41,1.17857E-13,1.72778E-09,1
AT1G20960,0.41,2.42261E-12,3.55154E-08,1
AT5G12080,0.41,1.51096E-13,2.21507E-09,1
AT1G68500,0.41,1.01504E-08,0.000148804,1
AT3G48410,0.41,1.2334E-10,1.80817E-06,1
AT1G56220,0.41,3.31556E-07,0.004860612,1
AT1G10500,0.41,8.95784E-12,1.31322E-07,1
AT1G20900,0.41,1.88583E-12,2.76463E-08,1
AT4G01000,0.41,4.19362E-13,6.14785E-09,1
AT5G41350,0.41,2.0028E-13,2.9361E-09,1
AT4G05150,0.41,7.02476E-11,1.02983E-06,1
AT1G71430,0.41,6.00474E-10,8.80295E-06,1
AT1G44770,0.41,2.21798E-11,3.25157E-07,1
AT2G33770,0.41,1.15922E-11,1.69941E-07,1
AT5G52820,0.40,9.40406E-13,1.37863E-08,1
AT5G35100,0.40,5.76883E-10,8.4571E-06,1
AT4G01850,0.40,6.37121E-09,9.3402E-05,1
AT5G64620,0.40,5.81581E-07,0.008525977,1
AT5G63190,0.40,1.18753E-12,1.74092E-08,1
AT3G07910,0.40,3.95692E-13,5.80085E-09,1
AT1G76760,0.40,9.73007E-13,1.42643E-08,1
AT4G37090,0.40,2.22336E-12,3.25945E-08,1
AT3G17020,0.40,8.29352E-12,1.21583E-07,1
AT5G47060,0.40,6.12746E-07,0.008982863,1
AT3G50650,0.40,8.08118E-10,1.1847E-05,1
AT4G34920,0.40,4.39712E-07,0.006446181,1
AT5G17230,0.40,6.5033E-10,9.53383E-06,1
AT3G44110,0.40,9.17289E-15,1.34475E-10,1
AT1G49590,0.40,2.13832E-12,3.13478E-08,1
AT2G02390,0.40,7.64066E-11,1.12012E-06,1
AT5G16880,0.40,5.62057E-10,8.23975E-06,1
AT4G23420,0.40,5.35227E-08,0.000784643,1
AT2G34500,0.40,6.40996E-08,0.000939701,1
AT5G49910,0.40,3.33986E-07,0.004896237,1
AT1G29220,0.40,3.32279E-10,4.87121E-06,1
AT1G71340,0.40,7.58552E-09,0.000111204,1
AT5G21090,0.40,7.03702E-10,1.03163E-05,1
AT3G47160,0.40,4.33989E-09,6.36228E-05,1
AT3G02910,0.39,6.60549E-08,0.000968365,1
AT3G19100,0.39,1.71027E-11,2.50726E-07,1
AT5G47910,0.39,1.49918E-13,2.1978E-09,1
AT3G61440,0.39,6.23607E-12,9.14208E-08,1
AT3G60360,0.39,5.42229E-10,7.94907E-06,1
AT5G51970,0.39,2.58699E-13,3.79252E-09,1
AT3G13040,0.39,1.06796E-10,1.56563E-06,1
AT5G58590,0.39,1.18365E-08,0.000173523,1
AT3G54680,0.39,7.70535E-10,1.1296E-05,1
AT5G27280,0.39,3.65E-10,5.3509E-06,1
AT2G46500,0.39,1.91144E-10,2.80217E-06,1
AT3G62190,0.39,1.0004E-10,1.46658E-06,1
AT1G23860,0.39,2.00261E-15,2.93583E-11,1
AT1G55680,0.39,4.36562E-10,6.4E-06,1
AT5G54840,0.39,7.76344E-13,1.13812E-08,1
AT5G07300,0.39,3.41289E-08,0.00050033,1
AT5G62570,0.39,3.98017E-09,5.83494E-05,1
AT1G80050,0.39,5.23604E-08,0.000767604,1
AT2G47400,0.38,8.02915E-11,1.17707E-06,1
AT4G32060,0.38,4.85938E-08,0.000712385,1
AT1G55152,0.38,1.20042E-10,1.75981E-06,1
AT3G52480,0.38,1.05262E-14,1.54314E-10,1
AT5G60030,0.38,2.91975E-08,0.000428035,1
AT4G02340,0.38,3.64818E-09,5.34823E-05,1
AT3G27210,0.38,2.86152E-08,0.000419498,1
AT1G79930,0.38,1.67911E-13,2.46157E-09,1
AT5G59430,0.38,9.89618E-11,1.45078E-06,1
AT1G52905,0.38,3.42971E-12,5.02796E-08,1
AT2G28910,0.38,3.75909E-11,5.51083E-07,1
AT2G36835,0.38,9.36898E-14,1.37349E-09,1
AT3G63260,0.38,9.17504E-11,1.34506E-06,1
AT3G47490,0.38,7.70532E-11,1.1296E-06,1
AT3G27560,0.38,8.37897E-12,1.22836E-07,1
AT4G33300,0.38,1.19346E-07,0.00174961,1
AT4G19860,0.38,9.60616E-08,0.001408262,1
AT5G08180,0.38,2.73424E-07,0.004008391,1
AT4G17215,0.38,6.50669E-08,0.000953881,1
AT5G63905,0.38,6.35709E-09,9.31949E-05,1
AT3G61860,0.38,9.84262E-11,1.44293E-06,1
AT1G75800,0.38,3.06719E-12,4.4965E-08,1
AT2G28900,0.38,1.16033E-09,1.70104E-05,1
AT5G17550,0.38,5.33934E-10,7.82747E-06,1
AT1G55590,0.38,4.21045E-14,6.17252E-10,1
AT5G10860,0.38,1.06522E-12,1.56162E-08,1
AT3G08040,0.38,2.10951E-08,0.000309254,1
AT5G15790,0.38,2.40691E-10,3.52853E-06,1
AT2G38860,0.38,5.89314E-07,0.008639343,1
AT3G51920,0.37,2.73202E-07,0.004005135,1
AT5G15750,0.37,3.03075E-10,4.44307E-06,1
AT3G52120,0.37,1.32029E-09,1.93555E-05,1
AT1G75400,0.37,8.65325E-10,1.26857E-05,1
AT1G12020,0.37,2.53827E-09,3.7211E-05,1
AT4G08580,0.37,1.44187E-11,2.11378E-07,1
AT3G63400,0.37,8.51884E-11,1.24886E-06,1
AT5G64680,0.37,8.24476E-12,1.20868E-07,1
AT1G16430,0.37,7.08113E-11,1.03809E-06,1
AT1G01240,0.37,2.69721E-09,3.95411E-05,1
AT5G18850,0.37,2.14633E-07,0.003146519,1
AT5G64400,0.37,3.83241E-16,5.61831E-12,1
AT4G32040,0.37,1.29165E-09,1.89355E-05,1
AT5G60360,0.37,1.37534E-08,0.000201625,1
AT4G02370,0.37,8.7968E-09,0.000128961,1
AT2G22780,0.37,5.24111E-10,7.68346E-06,1
AT3G57340,0.37,1.94319E-15,2.84872E-11,1
AT5G08750,0.37,4.77439E-08,0.000699925,1
AT3G62860,0.37,7.05891E-10,1.03484E-05,1
AT3G59470,0.37,6.40908E-13,9.39571E-09,1
AT2G34630,0.37,5.62459E-11,8.24566E-07,1
AT5G67510,0.37,3.14063E-07,0.00460416,1
AT5G04720,0.37,2.5775E-08,0.000377862,1
AT1G34190,0.37,1.7669E-10,2.59027E-06,1
AT1G09920,0.37,4.11639E-10,6.03462E-06,1
AT3G17410,0.37,2.60933E-11,3.82528E-07,1
AT4G20480,0.37,2.69794E-13,3.95518E-09,1
AT3G24520,0.37,1.05427E-13,1.54556E-09,1
AT4G37300,0.37,3.27211E-07,0.004796918,1
AT5G45710,0.37,1.14209E-08,0.000167431,1
AT2G24360,0.37,5.74022E-10,8.41517E-06,1
AT4G13010,0.37,9.49856E-10,1.39249E-05,1
AT1G76560,0.37,2.5635E-07,0.003758093,1
AT3G53540,0.37,7.80589E-11,1.14434E-06,1
AT4G30760,0.37,1.21163E-11,1.77625E-07,1
AT1G12970,0.36,1.12821E-09,1.65396E-05,1
AT4G01370,0.36,5.11064E-09,7.4922E-05,1
AT3G63390,0.36,5.28452E-11,7.7471E-07,1
AT5G63680,0.36,5.11166E-08,0.000749369,1
AT3G09070,0.36,1.22582E-08,0.000179705,1
AT1G09430,0.36,1.05087E-08,0.000154057,1
AT2G01100,0.36,3.53246E-13,5.17858E-09,1
AT5G57580,0.36,3.19485E-10,4.68366E-06,1
AT1G07240,0.36,7.93396E-11,1.16312E-06,1
AT4G25760,0.36,9.4915E-10,1.39145E-05,1
AT5G18110,0.36,6.71502E-10,9.84421E-06,1
AT3G03980,0.36,7.55612E-12,1.10773E-07,1
AT3G52520,0.36,3.69744E-09,5.42045E-05,1
AT3G25640,0.36,6.83989E-13,1.00273E-08,1
AT5G05750,0.36,1.01917E-08,0.000149411,1
AT1G78680,0.36,4.60338E-09,6.74855E-05,1
AT3G15351,0.36,7.64987E-12,1.12147E-07,1
AT3G47210,0.36,1.20097E-07,0.001760628,1
AT3G48570,0.36,4.61573E-12,6.76666E-08,1
AT1G60170,0.36,1.34864E-09,1.9771E-05,1
AT2G28380,0.36,4.82858E-13,7.0787E-09,1
AT4G39660,0.36,5.77228E-07,0.008462156,1
AT1G51510,0.36,2.07581E-11,3.04313E-07,1
AT1G72040,0.36,2.06851E-10,3.03243E-06,1
AT1G07310,0.36,3.22274E-09,4.72454E-05,1
AT1G28110,0.36,5.28097E-07,0.007741896,1
AT1G72130,0.35,2.35996E-12,3.4597E-08,1
AT1G23850,0.35,2.95149E-07,0.004326879,1
AT5G16470,0.35,1.60274E-13,2.34962E-09,1
AT1G80300,0.35,1.30024E-09,1.90616E-05,1
AT2G26570,0.35,1.96693E-08,0.000288353,1
AT5G16120,0.35,2.04261E-08,0.000299446,1
AT2G31410,0.35,6.95612E-12,1.01977E-07,1
AT2G23780,0.35,1.65877E-11,2.43176E-07,1
AT5G17560,0.35,1.37881E-14,2.02134E-10,1
AT5G48380,0.35,7.11233E-09,0.000104267,1
AT5G55860,0.35,2.24102E-09,3.28534E-05,1
AT1G15140,0.35,4.39801E-13,6.44749E-09,1
AT1G08845,0.35,1.65714E-09,2.42937E-05,1
AT4G25660,0.35,6.37071E-12,9.33946E-08,1
AT2G44820,0.35,1.01648E-11,1.49017E-07,1
AT3G57150,0.35,2.96554E-08,0.000434749,1
AT3G04810,0.35,1.33404E-08,0.00019557,1
AT2G22660,0.35,2.11304E-07,0.003097718,1
AT2G38730,0.35,5.55689E-12,8.14641E-08,1
AT3G14180,0.35,2.76614E-10,4.05516E-06,1
AT3G50980,0.35,7.90741E-11,1.15923E-06,1
AT4G23500,0.35,1.79985E-07,0.002638582,1
AT2G33590,0.35,3.77459E-08,0.000553355,1
AT5G61530,0.35,3.7736E-09,5.5321E-05,1
AT5G24460,0.35,6.70485E-08,0.000982931,1
AT2G37480,0.35,2.6299E-11,3.85544E-07,1
AT3G22680,0.35,8.62831E-09,0.000126491,1
AT5G62190,0.35,1.45087E-09,2.12697E-05,1
AT5G14780,0.35,2.27354E-07,0.003333012,1
AT5G56210,0.35,4.43853E-09,6.50689E-05,1
AT3G51840,0.35,9.20888E-12,1.35002E-07,1
AT5G08290,0.35,1.34878E-12,1.97731E-08,1
AT3G11330,0.35,8.48652E-10,1.24412E-05,1
AT1G10410,0.35,7.23748E-10,1.06102E-05,1
AT1G50570,0.35,1.99603E-10,2.92617E-06,1
AT4G26750,0.35,1.91972E-08,0.00028143,1
AT2G39660,0.34,3.95358E-07,0.005795949,1
AT3G06240,0.34,3.30422E-10,4.84399E-06,1
AT5G07250,0.34,1.04994E-08,0.000153921,1
AT4G05000,0.34,7.72491E-09,0.000113247,1
AT3G19990,0.34,8.04901E-11,1.17999E-06,1
AT1G71080,0.34,9.6405E-12,1.4133E-07,1
AT5G61380,0.34,1.68387E-08,0.000246855,1
AT1G80610,0.34,6.67726E-10,9.78886E-06,1
AT4G16830,0.34,3.19021E-09,4.67684E-05,1
AT4G24740,0.34,1.55782E-07,0.00228376,1
AT2G05632,0.34,4.62144E-07,0.006775031,1
AT1G66260,0.34,5.25098E-07,0.007697937,1
AT5G27840,0.34,2.47456E-08,0.00036277,1
AT1G53480,0.34,1.53206E-12,2.24599E-08,1
AT1G72830,0.34,2.53118E-07,0.003710709,1
AT5G62000,0.34,1.11986E-08,0.000164171,1
AT3G03950,0.34,1.11986E-09,1.64171E-05,1
AT3G57540,0.34,1.2331E-07,0.001807724,1
AT4G19210,0.34,1.42894E-08,0.000209483,1
AT4G37440,0.34,7.30014E-11,1.0702E-06,1
AT2G25620,0.34,3.85868E-10,5.65682E-06,1
AT1G80245,0.34,1.87129E-10,2.74331E-06,1
AT5G27380,0.34,1.90377E-11,2.79093E-07,1
AT1G10830,0.34,7.8134E-10,1.14544E-05,1
AT1G79970,0.34,4.04709E-10,5.93304E-06,1
AT1G51200,0.34,2.73901E-11,4.01539E-07,1
AT3G17520,0.34,1.36639E-07,0.002003127,1
AT5G44190,0.34,1.27056E-08,0.000186263,1
AT1G62040,0.34,1.0145E-09,1.48726E-05,1
AT3G45210,0.34,5.28434E-07,0.007746838,1
AT2G16790,0.34,2.25083E-09,3.29971E-05,1
AT3G58660,0.34,1.08473E-09,1.59022E-05,1
AT4G33910,0.34,4.04867E-09,5.93535E-05,1
AT5G40850,0.34,5.00085E-08,0.000733124,1
AT5G17280,0.34,6.0967E-12,8.93776E-08,1
AT2G19180,0.34,1.49676E-11,2.19425E-07,1
AT1G54500,0.34,4.78396E-10,7.01328E-06,1
AT3G13224,0.34,1.40926E-09,2.06598E-05,1
AT3G14190,0.34,4.93988E-07,0.007241859,1
AT2G37410,0.34,5.81217E-11,8.52064E-07,1
AT1G67820,0.34,4.30777E-07,0.006315191,1
AT3G07720,0.34,4.05617E-08,0.000594635,1
AT5G19860,0.34,1.51569E-08,0.0002222,1
AT4G02570,0.34,3.04194E-08,0.000445948,1
AT3G27820,0.34,7.58739E-09,0.000111231,1
AT1G01070,0.33,2.44847E-10,3.58945E-06,1
AT5G52420,0.33,1.81412E-07,0.002659503,1
AT2G26920,0.33,1.86219E-12,2.72997E-08,1
AT2G38820,0.33,1.81366E-07,0.002658821,1
AT5G47040,0.33,1.42222E-08,0.000208497,1
AT2G36670,0.33,2.8564E-09,4.18749E-05,1
AT1G54210,0.33,1.48941E-08,0.000218347,1
AT2G31400,0.33,2.10507E-09,3.08603E-05,1
AT1G58180,0.33,1.3188E-08,0.000193336,1
AT4G10330,0.33,5.66284E-09,8.30172E-05,1
AT4G34180,0.33,1.77475E-07,0.00260179,1
AT5G51280,0.33,6.17077E-07,0.009046344,1
AT4G12050,0.33,1.84901E-10,2.71064E-06,1
AT1G76185,0.33,4.23388E-09,6.20686E-05,1
AT1G69250,0.33,6.75449E-10,9.90208E-06,1
AT1G10580,0.33,2.41481E-09,3.54011E-05,1
AT4G23910,0.33,2.00609E-09,2.94093E-05,1
AT4G26190,0.33,3.61966E-07,0.005306418,1
AT2G40890,0.33,1.31672E-07,0.001930316,1
AT1G65660,0.33,4.0164E-08,0.000588804,1
AT2G39710,0.33,6.33993E-08,0.000929434,1
AT3G13810,0.32,1.53096E-07,0.002244382,1
AT1G25350,0.32,1.36853E-10,2.00626E-06,1
AT4G02510,0.32,3.44592E-09,5.05171E-05,1
